sku,valid_from,valid_to,price
QX-HHD-826,2024-10-09,2025-07-06,5.09
QX-HHD-826,2025-07-06,2026-02-03,5.29
QX-HHD-826,2026-02-03,,5.79
QX-BAK-827,2024-10-12,2025-07-19,1.08
QX-BAK-827,2025-07-19,2026-01-01,1.17
QX-BAK-827,2026-01-01,2026-02-22,1.21
QX-BAK-827,2026-02-22,2026-02-22,1.25
QX-BAK-827,2026-02-22,,1.13
QX-DRY-828,2025-04-12,2025-07-27,1.38
QX-DRY-828,2025-07-27,2025-10-17,1.43
QX-DRY-828,2025-10-17,2026-02-22,1.54
QX-DRY-828,2026-02-22,2026-02-22,1.62
QX-DRY-828,2026-02-22,,1.51
QX-BWS-829,2024-06-22,2025-09-01,24.77
QX-BWS-829,2025-09-01,2026-01-21,26.13
QX-BWS-829,2026-01-21,2026-01-21,28.37
QX-BWS-829,2026-01-21,2026-01-21,30.30
QX-BWS-829,2026-01-21,2026-02-16,32.40
QX-BWS-829,2026-02-16,2026-02-16,34.20
QX-BWS-829,2026-02-16,,27.20
QX-BAK-830,2024-04-07,2025-07-04,0.79
QX-BAK-830,2025-07-04,2026-01-01,0.83
QX-BAK-830,2026-01-01,2026-01-01,0.85
QX-BAK-830,2026-01-01,2026-01-01,0.89
QX-BAK-830,2026-01-01,,0.83
QX-PET-831,2024-05-01,2025-12-20,2.74
QX-PET-831,2025-12-20,2026-02-15,2.83
QX-PET-831,2026-02-15,2026-02-15,2.91
QX-PET-831,2026-02-15,2026-02-15,3.13
QX-PET-831,2026-02-15,2026-03-09,3.29
QX-PET-831,2026-03-09,,2.94
QX-BWS-832,2024-09-01,2026-03-02,9.73
QX-BWS-832,2026-03-02,2026-03-02,10.53
QX-BWS-832,2026-03-02,2026-03-02,11.10
QX-BWS-832,2026-03-02,2026-03-02,11.74
QX-BWS-832,2026-03-02,2026-03-02,12.16
QX-BWS-832,2026-03-02,,10.62
QX-CER-833,2024-08-09,2026-02-24,3.68
QX-CER-833,2026-02-24,,4.03
QX-PET-834,2023-11-06,2025-07-12,8.08
QX-PET-834,2025-07-12,2026-02-10,8.71
QX-PET-834,2026-02-10,2026-02-10,9.07
QX-PET-834,2026-02-10,2026-02-10,9.81
QX-PET-834,2026-02-10,2026-02-10,10.19
QX-PET-834,2026-02-10,2026-02-10,11.11
QX-PET-834,2026-02-10,,9.62
QX-BWS-835,2024-02-15,2025-10-21,24.32
QX-BWS-835,2025-10-21,2025-10-21,24.91
QX-BWS-835,2025-10-21,2025-10-21,26.18
QX-BWS-835,2025-10-21,2025-10-21,28.08
QX-BWS-835,2025-10-21,,25.57
QX-DRY-836,2024-09-11,2025-08-14,2.81
QX-DRY-836,2025-08-14,2025-08-14,2.91
QX-DRY-836,2025-08-14,2025-08-14,3.00
QX-DRY-836,2025-08-14,2025-11-21,3.22
QX-DRY-836,2025-11-21,2026-03-11,3.32
QX-DRY-836,2026-03-11,,3.34
QX-HHD-837,2024-05-08,2025-07-13,3.51
QX-HHD-837,2025-07-13,2025-09-26,3.63
QX-HHD-837,2025-09-26,2025-09-28,3.93
QX-HHD-837,2025-09-28,2025-10-10,4.12
QX-HHD-837,2025-10-10,,3.67
QX-PRO-838,2025-06-04,2025-10-29,3.70
QX-PRO-838,2025-10-29,,3.95
QX-FRZ-839,2023-11-14,2026-02-03,7.21
QX-FRZ-839,2026-02-03,2026-02-03,7.71
QX-FRZ-839,2026-02-03,2026-02-03,7.83
QX-FRZ-839,2026-02-03,2026-02-03,8.21
QX-FRZ-839,2026-02-03,,8.45
QX-DRK-840,2024-03-30,2026-01-15,5.18
QX-DRK-840,2026-01-15,2026-01-15,5.33
QX-DRK-840,2026-01-15,2026-02-25,5.73
QX-DRK-840,2026-02-25,,5.73
QX-PRO-841,2025-02-20,2025-12-08,3.17
QX-PRO-841,2025-12-08,2025-12-08,3.41
QX-PRO-841,2025-12-08,2026-01-09,3.68
QX-PRO-841,2026-01-09,,3.74
QX-BAK-842,2024-06-15,2026-02-22,3.12
QX-BAK-842,2026-02-22,2026-02-22,3.39
QX-BAK-842,2026-02-22,2026-02-22,3.66
QX-BAK-842,2026-02-22,2026-02-22,3.86
QX-BAK-842,2026-02-22,2026-02-22,4.04
QX-BAK-842,2026-02-22,,3.34
QX-CER-843,2025-04-17,2025-12-02,1.15
QX-CER-843,2025-12-02,2026-01-16,1.23
QX-CER-843,2026-01-16,,1.21
QX-BAK-844,2025-05-28,2025-11-26,5.38
QX-BAK-844,2025-11-26,2025-11-26,5.49
QX-BAK-844,2025-11-26,2026-01-30,5.59
QX-BAK-844,2026-01-30,2026-01-30,5.66
QX-BAK-844,2026-01-30,,5.91
QX-DRK-845,2024-08-05,2025-08-15,3.95
QX-DRK-845,2025-08-15,2025-11-17,4.17
QX-DRK-845,2025-11-17,2026-01-17,4.29
QX-DRK-845,2026-01-17,2026-01-17,4.44
QX-DRK-845,2026-01-17,2026-02-11,4.75
QX-DRK-845,2026-02-11,,4.54
QX-TIN-846,2025-04-13,2026-01-27,0.84
QX-TIN-846,2026-01-27,2026-01-27,0.90
QX-TIN-846,2026-01-27,2026-02-21,0.96
QX-TIN-846,2026-02-21,2026-02-21,0.97
QX-TIN-846,2026-02-21,2026-02-21,1.00
QX-TIN-846,2026-02-21,2026-02-26,1.04
QX-TIN-846,2026-02-26,,0.90
QX-PRO-847,2024-12-31,2025-09-06,0.48
QX-PRO-847,2025-09-06,,0.58
QX-HHD-848,2024-12-11,2025-07-16,6.20
QX-HHD-848,2025-07-16,2025-09-13,6.56
QX-HHD-848,2025-09-13,2025-11-25,6.79
QX-HHD-848,2025-11-25,,7.42
QX-TIN-849,2025-06-03,2025-07-14,1.96
QX-TIN-849,2025-07-14,,2.07
QX-CHL-850,2024-05-02,2025-10-14,5.34
QX-CHL-850,2025-10-14,2025-10-14,5.59
QX-CHL-850,2025-10-14,,6.21
QX-PET-851,2025-02-27,2026-02-15,6.50
QX-PET-851,2026-02-15,2026-02-15,6.78
QX-PET-851,2026-02-15,,7.84
QX-HHD-852,2024-10-16,2026-01-20,3.44
QX-HHD-852,2026-01-20,2026-01-20,3.49
QX-HHD-852,2026-01-20,2026-01-20,3.56
QX-HHD-852,2026-01-20,,3.65
QX-TIN-853,2024-12-18,2026-01-23,1.37
QX-TIN-853,2026-01-23,2026-01-23,1.42
QX-TIN-853,2026-01-23,2026-01-23,1.55
QX-TIN-853,2026-01-23,2026-02-09,1.66
QX-TIN-853,2026-02-09,,1.59
QX-TIN-854,2023-12-30,2025-11-27,0.88
QX-TIN-854,2025-11-27,2025-11-27,0.95
QX-TIN-854,2025-11-27,2025-11-27,0.99
QX-TIN-854,2025-11-27,2025-11-27,1.05
QX-TIN-854,2025-11-27,,1.03
QX-PET-855,2023-12-03,2026-01-13,1.29
QX-PET-855,2026-01-13,2026-01-13,1.38
QX-PET-855,2026-01-13,2026-03-03,1.43
QX-PET-855,2026-03-03,2026-03-03,1.54
QX-PET-855,2026-03-03,,1.38
QX-DRK-856,2024-01-23,2025-08-30,4.37
QX-DRK-856,2025-08-30,2025-09-06,4.53
QX-DRK-856,2025-09-06,2026-01-25,4.66
QX-DRK-856,2026-01-25,2026-02-01,4.81
QX-DRK-856,2026-02-01,,4.80
QX-BAK-857,2024-06-12,2025-12-08,3.54
QX-BAK-857,2025-12-08,2025-12-08,3.81
QX-BAK-857,2025-12-08,2026-03-18,4.07
QX-BAK-857,2026-03-18,2026-03-21,4.34
QX-BAK-857,2026-03-21,2026-03-21,4.71
QX-BAK-857,2026-03-21,,3.83
QX-DRY-858,2025-03-31,2025-10-10,2.26
QX-DRY-858,2025-10-10,2025-10-10,2.38
QX-DRY-858,2025-10-10,2026-03-06,2.49
QX-DRY-858,2026-03-06,,2.62
QX-DRY-859,2023-11-17,2026-03-18,3.38
QX-DRY-859,2026-03-18,2026-03-18,3.49
QX-DRY-859,2026-03-18,,3.55
QX-HHD-860,2025-05-01,2025-08-31,4.02
QX-HHD-860,2025-08-31,2026-01-10,4.36
QX-HHD-860,2026-01-10,,4.48
QX-CHL-861,2025-05-15,2026-02-17,10.74
QX-CHL-861,2026-02-17,2026-02-17,10.89
QX-CHL-861,2026-02-17,,12.11
QX-CER-862,2024-06-07,2025-09-12,1.51
QX-CER-862,2025-09-12,2026-03-18,1.57
QX-CER-862,2026-03-18,2026-03-18,1.61
QX-CER-862,2026-03-18,2026-03-18,1.71
QX-CER-862,2026-03-18,2026-03-18,1.86
QX-CER-862,2026-03-18,2026-03-18,1.88
QX-CER-862,2026-03-18,,1.63
QX-PRO-863,2024-02-24,2026-01-13,0.71
QX-PRO-863,2026-01-13,2026-01-13,0.74
QX-PRO-863,2026-01-13,2026-02-14,0.77
QX-PRO-863,2026-02-14,2026-02-14,0.78
QX-PRO-863,2026-02-14,2026-03-04,0.84
QX-PRO-863,2026-03-04,,0.79
QX-DRY-864,2025-03-16,2026-02-08,1.56
QX-DRY-864,2026-02-08,2026-02-08,1.64
QX-DRY-864,2026-02-08,2026-03-17,1.70
QX-DRY-864,2026-03-17,2026-03-17,1.82
QX-DRY-864,2026-03-17,,1.66
QX-CER-865,2024-02-22,2025-10-05,2.79
QX-CER-865,2025-10-05,2025-10-05,2.95
QX-CER-865,2025-10-05,2025-10-05,3.10
QX-CER-865,2025-10-05,2026-03-29,3.17
QX-CER-865,2026-03-29,2026-03-29,3.24
QX-CER-865,2026-03-29,,2.95
QX-PRO-866,2024-04-14,2025-07-05,4.10
QX-PRO-866,2025-07-05,2025-08-14,4.43
QX-PRO-866,2025-08-14,2025-08-14,4.54
QX-PRO-866,2025-08-14,,4.27
QX-BAK-867,2025-03-01,2026-02-20,2.36
QX-BAK-867,2026-02-20,2026-02-20,2.55
QX-BAK-867,2026-02-20,,2.59
QX-TIN-868,2024-02-26,2025-12-15,0.86
QX-TIN-868,2025-12-15,2025-12-15,0.88
QX-TIN-868,2025-12-15,2025-12-15,0.94
QX-TIN-868,2025-12-15,2025-12-15,0.95
QX-TIN-868,2025-12-15,2025-12-15,1.02
QX-TIN-868,2025-12-15,,0.90
QX-PRO-869,2024-08-01,2025-08-30,0.94
QX-PRO-869,2025-08-30,2025-08-30,0.99
QX-PRO-869,2025-08-30,2025-10-03,1.06
QX-PRO-869,2025-10-03,2025-12-12,1.09
QX-PRO-869,2025-12-12,2025-12-28,1.12
QX-PRO-869,2025-12-28,2025-12-28,1.18
QX-PRO-869,2025-12-28,,1.05
QX-HBC-870,2024-04-28,2026-01-09,2.72
QX-HBC-870,2026-01-09,2026-01-09,2.75
QX-HBC-870,2026-01-09,2026-03-15,2.97
QX-HBC-870,2026-03-15,2026-03-15,3.02
QX-HBC-870,2026-03-15,2026-03-15,3.18
QX-HBC-870,2026-03-15,,3.26
QX-HHD-871,2023-12-05,2025-12-23,8.22
QX-HHD-871,2025-12-23,2026-02-15,8.94
QX-HHD-871,2026-02-15,2026-02-15,9.58
QX-HHD-871,2026-02-15,2026-02-15,9.84
QX-HHD-871,2026-02-15,2026-02-15,10.20
QX-HHD-871,2026-02-15,,9.18
QX-BWS-872,2024-08-05,2026-03-01,25.51
QX-BWS-872,2026-03-01,2026-03-01,27.17
QX-BWS-872,2026-03-01,2026-03-01,29.22
QX-BWS-872,2026-03-01,,28.19
QX-DRY-873,2023-12-18,2026-01-16,6.03
QX-DRY-873,2026-01-16,,6.33
QX-PRO-874,2024-10-06,2025-10-22,1.15
QX-PRO-874,2025-10-22,2025-10-22,1.21
QX-PRO-874,2025-10-22,,1.23
QX-BWS-875,2025-03-25,2025-10-23,30.15
QX-BWS-875,2025-10-23,2026-01-21,32.51
QX-BWS-875,2026-01-21,2026-02-16,33.76
QX-BWS-875,2026-02-16,,34.41
QX-DRY-876,2024-03-26,2025-09-12,3.09
QX-DRY-876,2025-09-12,,3.62
QX-TIN-877,2023-11-18,2025-09-22,2.33
QX-TIN-877,2025-09-22,2025-11-26,2.36
QX-TIN-877,2025-11-26,2025-11-26,2.46
QX-TIN-877,2025-11-26,2025-12-29,2.56
QX-TIN-877,2025-12-29,2026-03-23,2.59
QX-TIN-877,2026-03-23,2026-03-23,2.63
QX-TIN-877,2026-03-23,,2.81
QX-PET-878,2024-04-10,2026-03-25,3.57
QX-PET-878,2026-03-25,2026-03-25,3.66
QX-PET-878,2026-03-25,2026-03-25,3.76
QX-PET-878,2026-03-25,2026-03-25,4.08
QX-PET-878,2026-03-25,,3.97
QX-HBC-879,2024-06-07,2026-01-09,5.05
QX-HBC-879,2026-01-09,2026-01-09,5.28
QX-HBC-879,2026-01-09,2026-03-22,5.73
QX-HBC-879,2026-03-22,,6.15
QX-CHL-880,2024-11-16,2026-02-26,2.06
QX-CHL-880,2026-02-26,2026-03-19,2.09
QX-CHL-880,2026-03-19,2026-03-23,2.23
QX-CHL-880,2026-03-23,,2.37
QX-CHL-881,2025-04-07,2025-11-05,5.83
QX-CHL-881,2025-11-05,,6.16
QX-CER-882,2023-11-10,2026-02-25,2.81
QX-CER-882,2026-02-25,2026-03-21,3.00
QX-CER-882,2026-03-21,2026-03-21,3.09
QX-CER-882,2026-03-21,2026-03-21,3.28
QX-CER-882,2026-03-21,2026-03-21,3.38
QX-CER-882,2026-03-21,2026-03-29,3.45
QX-CER-882,2026-03-29,,3.35
QX-HHD-883,2024-12-02,2026-03-29,9.69
QX-HHD-883,2026-03-29,2026-03-29,10.42
QX-HHD-883,2026-03-29,2026-03-29,10.60
QX-HHD-883,2026-03-29,2026-03-29,11.03
QX-HHD-883,2026-03-29,,11.09
QX-DRK-884,2024-03-12,2025-12-26,1.46
QX-DRK-884,2025-12-26,2026-02-08,1.57
QX-DRK-884,2026-02-08,2026-02-08,1.63
QX-DRK-884,2026-02-08,2026-02-08,1.74
QX-DRK-884,2026-02-08,2026-02-08,1.85
QX-DRK-884,2026-02-08,2026-02-08,1.89
QX-DRK-884,2026-02-08,,1.73
QX-HHD-885,2024-07-16,2025-10-09,3.62
QX-HHD-885,2025-10-09,2026-03-18,3.68
QX-HHD-885,2026-03-18,2026-03-18,3.99
QX-HHD-885,2026-03-18,,4.22
QX-DRY-886,2025-05-13,2026-03-25,6.26
QX-DRY-886,2026-03-25,2026-03-25,6.66
QX-DRY-886,2026-03-25,2026-03-25,7.00
QX-DRY-886,2026-03-25,,6.91
QX-BWS-887,2024-03-25,2025-11-03,19.45
QX-BWS-887,2025-11-03,2026-03-28,20.41
QX-BWS-887,2026-03-28,2026-03-28,21.46
QX-BWS-887,2026-03-28,2026-03-28,21.96
QX-BWS-887,2026-03-28,,22.53
QX-PRO-888,2024-11-25,2026-03-10,2.61
QX-PRO-888,2026-03-10,2026-03-10,2.67
QX-PRO-888,2026-03-10,2026-03-10,2.88
QX-PRO-888,2026-03-10,,2.94
QX-PRO-889,2023-12-21,2025-07-02,1.17
QX-PRO-889,2025-07-02,2025-11-12,1.20
QX-PRO-889,2025-11-12,2025-11-12,1.28
QX-PRO-889,2025-11-12,2025-11-12,1.32
QX-PRO-889,2025-11-12,2025-11-12,1.42
QX-PRO-889,2025-11-12,2025-11-12,1.46
QX-PRO-889,2025-11-12,,1.38
QX-CHL-890,2025-04-20,2025-10-30,3.89
QX-CHL-890,2025-10-30,2025-11-15,4.16
QX-CHL-890,2025-11-15,2026-03-03,4.44
QX-CHL-890,2026-03-03,2026-03-03,4.65
QX-CHL-890,2026-03-03,2026-03-24,4.74
QX-CHL-890,2026-03-24,,4.62
QX-PET-891,2024-07-01,2026-01-02,10.45
QX-PET-891,2026-01-02,2026-02-18,10.75
QX-PET-891,2026-02-18,2026-02-18,11.36
QX-PET-891,2026-02-18,2026-02-18,11.76
QX-PET-891,2026-02-18,2026-02-18,11.90
QX-PET-891,2026-02-18,,10.90
QX-PRO-892,2024-04-25,2025-10-27,2.45
QX-PRO-892,2025-10-27,2025-10-27,2.53
QX-PRO-892,2025-10-27,2025-10-27,2.56
QX-PRO-892,2025-10-27,2025-10-27,2.66
QX-PRO-892,2025-10-27,,2.91
QX-BWS-893,2025-02-13,2025-12-08,27.78
QX-BWS-893,2025-12-08,2025-12-27,29.83
QX-BWS-893,2025-12-27,,33.45
QX-CER-894,2024-05-11,2026-02-10,3.46
QX-CER-894,2026-02-10,2026-02-10,3.53
QX-CER-894,2026-02-10,2026-02-10,3.79
QX-CER-894,2026-02-10,,3.83
QX-HBC-895,2024-07-31,2026-01-02,5.09
QX-HBC-895,2026-01-02,2026-01-02,5.19
QX-HBC-895,2026-01-02,2026-01-02,5.38
QX-HBC-895,2026-01-02,2026-01-02,5.43
QX-HBC-895,2026-01-02,2026-01-02,5.60
QX-HBC-895,2026-01-02,2026-01-02,5.85
QX-HBC-895,2026-01-02,,5.76
QX-PET-896,2024-03-20,2025-11-01,0.69
QX-PET-896,2025-11-01,2026-01-26,0.74
QX-PET-896,2026-01-26,2026-01-26,0.81
QX-PET-896,2026-01-26,2026-01-26,0.82
QX-PET-896,2026-01-26,2026-01-26,0.84
QX-PET-896,2026-01-26,2026-01-26,0.86
QX-PET-896,2026-01-26,,0.83
QX-FRZ-897,2023-11-23,2025-12-26,4.52
QX-FRZ-897,2025-12-26,2026-01-07,4.88
QX-FRZ-897,2026-01-07,2026-01-07,5.02
QX-FRZ-897,2026-01-07,2026-01-07,5.11
QX-FRZ-897,2026-01-07,,5.42
QX-DRK-898,2024-11-08,2026-03-28,2.05
QX-DRK-898,2026-03-28,2026-03-28,2.21
QX-DRK-898,2026-03-28,,2.41
QX-CHL-899,2024-02-13,2026-02-05,6.21
QX-CHL-899,2026-02-05,2026-02-05,6.39
QX-CHL-899,2026-02-05,,6.88
QX-FRZ-900,2024-11-24,2025-07-04,6.63
QX-FRZ-900,2025-07-04,2025-10-02,7.11
QX-FRZ-900,2025-10-02,2025-10-12,7.65
QX-FRZ-900,2025-10-12,2025-12-04,8.19
QX-FRZ-900,2025-12-04,2026-01-31,8.89
QX-FRZ-900,2026-01-31,2026-03-31,9.52
QX-FRZ-900,2026-03-31,,7.00
QX-PET-901,2023-11-08,2025-11-08,3.90
QX-PET-901,2025-11-08,,4.12
QX-HHD-902,2024-01-11,2026-03-16,8.76
QX-HHD-902,2026-03-16,2026-03-16,9.43
QX-HHD-902,2026-03-16,2026-03-16,9.73
QX-HHD-902,2026-03-16,,9.56
QX-DRY-903,2025-02-14,2025-07-07,2.31
QX-DRY-903,2025-07-07,2025-08-22,2.50
QX-DRY-903,2025-08-22,2025-10-27,2.58
QX-DRY-903,2025-10-27,2026-03-06,2.74
QX-DRY-903,2026-03-06,2026-03-06,2.98
QX-DRY-903,2026-03-06,,2.72
QX-HBC-904,2024-06-20,2026-02-28,9.28
QX-HBC-904,2026-02-28,2026-02-28,10.02
QX-HBC-904,2026-02-28,,10.98
QX-BAK-905,2024-08-04,2025-07-08,3.48
QX-BAK-905,2025-07-08,2026-02-24,3.52
QX-BAK-905,2026-02-24,,3.88
QX-DRY-906,2024-01-31,2025-12-23,4.41
QX-DRY-906,2025-12-23,2025-12-23,4.52
QX-DRY-906,2025-12-23,2026-02-20,4.57
QX-DRY-906,2026-02-20,,5.32
QX-TIN-907,2023-12-30,2025-06-28,0.48
QX-TIN-907,2025-06-28,2025-08-12,0.49
QX-TIN-907,2025-08-12,2025-09-11,0.52
QX-TIN-907,2025-09-11,,0.55
QX-TIN-908,2024-09-12,2025-08-12,2.06
QX-TIN-908,2025-08-12,2025-08-12,2.24
QX-TIN-908,2025-08-12,2025-11-20,2.27
QX-TIN-908,2025-11-20,2025-11-20,2.36
QX-TIN-908,2025-11-20,2026-03-07,2.54
QX-TIN-908,2026-03-07,,2.31
QX-FRZ-909,2024-12-24,2026-02-27,2.22
QX-FRZ-909,2026-02-27,2026-03-09,2.26
QX-FRZ-909,2026-03-09,2026-03-09,2.33
QX-FRZ-909,2026-03-09,2026-03-09,2.47
QX-FRZ-909,2026-03-09,,2.55
QX-PRO-910,2024-03-21,2026-01-23,2.30
QX-PRO-910,2026-01-23,2026-03-18,2.40
QX-PRO-910,2026-03-18,2026-03-18,2.43
QX-PRO-910,2026-03-18,,2.77
QX-PET-911,2025-04-23,2025-11-07,3.81
QX-PET-911,2025-11-07,2025-11-07,4.05
QX-PET-911,2025-11-07,2025-11-27,4.21
QX-PET-911,2025-11-27,,4.53
QX-BAK-912,2024-04-20,2025-09-03,6.76
QX-BAK-912,2025-09-03,2025-09-18,7.31
QX-BAK-912,2025-09-18,2026-01-07,7.60
QX-BAK-912,2026-01-07,2026-01-07,8.26
QX-BAK-912,2026-01-07,2026-01-07,8.63
QX-BAK-912,2026-01-07,2026-02-13,8.82
QX-BAK-912,2026-02-13,,7.09
QX-HBC-913,2025-03-30,2025-11-18,1.58
QX-HBC-913,2025-11-18,2025-11-18,1.63
QX-HBC-913,2025-11-18,2025-11-18,1.72
QX-HBC-913,2025-11-18,,1.82
QX-DRY-914,2024-05-11,2026-01-02,4.13
QX-DRY-914,2026-01-02,2026-01-02,4.35
QX-DRY-914,2026-01-02,2026-01-02,4.74
QX-DRY-914,2026-01-02,2026-01-02,5.14
QX-DRY-914,2026-01-02,,4.51
QX-DRY-915,2025-05-15,2025-10-12,5.49
QX-DRY-915,2025-10-12,,6.64
QX-BAK-916,2025-03-06,2026-01-26,3.48
QX-BAK-916,2026-01-26,2026-01-26,3.76
QX-BAK-916,2026-01-26,,4.02
QX-CHL-917,2023-10-22,2025-10-19,5.31
QX-CHL-917,2025-10-19,2025-12-02,5.70
QX-CHL-917,2025-12-02,2025-12-02,5.96
QX-CHL-917,2025-12-02,,5.90
QX-BAK-918,2024-05-05,2025-08-26,6.05
QX-BAK-918,2025-08-26,2026-02-11,6.57
QX-BAK-918,2026-02-11,2026-02-11,6.87
QX-BAK-918,2026-02-11,2026-02-11,7.07
QX-BAK-918,2026-02-11,2026-02-11,7.62
QX-BAK-918,2026-02-11,,6.47
QX-HBC-919,2025-03-03,2026-01-03,2.13
QX-HBC-919,2026-01-03,2026-01-03,2.22
QX-HBC-919,2026-01-03,2026-02-09,2.37
QX-HBC-919,2026-02-09,2026-02-09,2.44
QX-HBC-919,2026-02-09,,2.52
QX-TIN-920,2025-04-06,2026-01-13,1.79
QX-TIN-920,2026-01-13,2026-01-13,1.90
QX-TIN-920,2026-01-13,2026-01-13,1.98
QX-TIN-920,2026-01-13,2026-01-13,2.11
QX-TIN-920,2026-01-13,2026-01-13,2.27
QX-TIN-920,2026-01-13,,1.96
QX-BWS-921,2025-05-04,2025-09-22,16.06
QX-BWS-921,2025-09-22,2025-09-27,16.69
QX-BWS-921,2025-09-27,2025-11-03,17.26
QX-BWS-921,2025-11-03,2026-03-13,17.97
QX-BWS-921,2026-03-13,,18.76
QX-DRY-922,2025-05-01,2025-08-26,1.74
QX-DRY-922,2025-08-26,2025-11-21,1.77
QX-DRY-922,2025-11-21,2025-12-18,1.93
QX-DRY-922,2025-12-18,2025-12-18,1.96
QX-DRY-922,2025-12-18,,1.90
QX-DRK-923,2024-03-03,2025-09-16,5.21
QX-DRK-923,2025-09-16,2026-02-11,5.40
QX-DRK-923,2026-02-11,2026-02-11,5.68
QX-DRK-923,2026-02-11,,5.66
QX-FRZ-924,2024-08-24,2026-03-23,1.87
QX-FRZ-924,2026-03-23,2026-03-24,1.97
QX-FRZ-924,2026-03-24,2026-03-24,2.01
QX-FRZ-924,2026-03-24,,1.97
QX-PET-925,2025-04-22,2026-01-07,0.78
QX-PET-925,2026-01-07,2026-03-28,0.81
QX-PET-925,2026-03-28,2026-03-28,0.84
QX-PET-925,2026-03-28,,0.88
QX-CER-926,2025-04-15,2025-09-14,1.15
QX-CER-926,2025-09-14,2025-09-14,1.22
QX-CER-926,2025-09-14,2025-11-04,1.23
QX-CER-926,2025-11-04,,1.25
QX-PRO-927,2024-08-26,2026-03-22,0.44
QX-PRO-927,2026-03-22,2026-03-22,0.45
QX-PRO-927,2026-03-22,2026-03-22,0.47
QX-PRO-927,2026-03-22,2026-03-22,0.51
QX-PRO-927,2026-03-22,,0.50
QX-TIN-928,2024-08-08,2025-08-01,2.47
QX-TIN-928,2025-08-01,2025-08-26,2.68
QX-TIN-928,2025-08-26,2025-12-15,2.76
QX-TIN-928,2025-12-15,,2.77
QX-CER-929,2025-01-03,2025-08-15,1.64
QX-CER-929,2025-08-15,2025-08-15,1.77
QX-CER-929,2025-08-15,2026-03-26,1.88
QX-CER-929,2026-03-26,,1.90
QX-TIN-930,2024-09-21,2026-01-30,0.53
QX-TIN-930,2026-01-30,2026-01-30,0.55
QX-TIN-930,2026-01-30,2026-01-30,0.59
QX-TIN-930,2026-01-30,2026-01-30,0.60
QX-TIN-930,2026-01-30,2026-03-20,0.65
QX-TIN-930,2026-03-20,,0.55
QX-FRZ-931,2024-07-07,2026-03-18,8.11
QX-FRZ-931,2026-03-18,2026-03-18,8.50
QX-FRZ-931,2026-03-18,,8.59
QX-BAK-932,2024-04-25,2026-02-24,4.62
QX-BAK-932,2026-02-24,2026-02-24,4.76
QX-BAK-932,2026-02-24,2026-02-24,4.88
QX-BAK-932,2026-02-24,,5.52
QX-BWS-933,2025-01-27,2025-10-30,9.37
QX-BWS-933,2025-10-30,2026-02-02,10.07
QX-BWS-933,2026-02-02,2026-02-02,10.50
QX-BWS-933,2026-02-02,,10.06
QX-BAK-934,2024-11-29,2025-12-15,1.14
QX-BAK-934,2025-12-15,2026-02-14,1.19
QX-BAK-934,2026-02-14,,1.31
QX-DRK-935,2024-01-30,2025-08-10,4.87
QX-DRK-935,2025-08-10,2025-08-10,5.07
QX-DRK-935,2025-08-10,2026-03-07,5.23
QX-DRK-935,2026-03-07,2026-03-07,5.51
QX-DRK-935,2026-03-07,2026-03-07,6.00
QX-DRK-935,2026-03-07,,5.10
QX-HHD-936,2025-01-04,2025-07-06,7.62
QX-HHD-936,2025-07-06,2025-10-17,8.10
QX-HHD-936,2025-10-17,2026-01-14,8.56
QX-HHD-936,2026-01-14,2026-01-30,8.87
QX-HHD-936,2026-01-30,2026-01-30,9.14
QX-HHD-936,2026-01-30,,8.00
QX-TIN-937,2024-10-15,2025-07-24,1.98
QX-TIN-937,2025-07-24,2026-01-14,2.14
QX-TIN-937,2026-01-14,2026-01-25,2.26
QX-TIN-937,2026-01-25,2026-01-25,2.36
QX-TIN-937,2026-01-25,,2.11
QX-BWS-938,2025-03-14,2025-11-30,22.03
QX-BWS-938,2025-11-30,2025-11-30,23.22
QX-BWS-938,2025-11-30,,26.79
QX-PET-939,2025-01-23,2025-11-17,3.54
QX-PET-939,2025-11-17,2026-03-05,3.62
QX-PET-939,2026-03-05,2026-03-22,3.84
QX-PET-939,2026-03-22,2026-03-22,4.17
QX-PET-939,2026-03-22,2026-03-22,4.36
QX-PET-939,2026-03-22,,4.02
QX-BAK-940,2024-05-21,2025-06-30,2.89
QX-BAK-940,2025-06-30,,3.23
QX-BAK-941,2025-03-11,2025-12-21,2.21
QX-BAK-941,2025-12-21,2025-12-21,2.25
QX-BAK-941,2025-12-21,,2.58
QX-DRK-942,2024-10-10,2025-11-29,1.45
QX-DRK-942,2025-11-29,2026-01-18,1.53
QX-DRK-942,2026-01-18,2026-01-18,1.54
QX-DRK-942,2026-01-18,2026-01-18,1.62
QX-DRK-942,2026-01-18,2026-01-31,1.75
QX-DRK-942,2026-01-31,,1.58
QX-PRO-943,2024-01-27,2025-09-17,1.49
QX-PRO-943,2025-09-17,2026-01-19,1.60
QX-PRO-943,2026-01-19,,1.73
QX-TIN-944,2023-12-23,2026-02-12,1.16
QX-TIN-944,2026-02-12,2026-02-12,1.24
QX-TIN-944,2026-02-12,2026-02-12,1.28
QX-TIN-944,2026-02-12,,1.36
QX-CHL-945,2024-10-24,2025-11-10,4.77
QX-CHL-945,2025-11-10,2025-11-10,5.03
QX-CHL-945,2025-11-10,2025-11-10,5.38
