sku,zone_id,elasticity,std_error,observations,r_squared,model_run_date
QX-HBC-332,PZ-CORE,-0.880,0.182,926,0.661,2026-03-05
QX-HBC-332,PZ-REMOTE,-0.405,0.182,613,0.853,2026-03-06
QX-HHD-338,PZ-URBAN,-1.009,0.099,6382,0.678,2026-02-23
QX-HHD-338,PZ-VALUE,-2.017,0.143,3020,0.867,2026-02-28
QX-HHD-338,PZ-REMOTE,-2.949,0.065,7415,0.834,2026-03-15
QX-CER-343,PZ-METRO,-1.677,0.059,5516,0.855,2026-02-27
QX-CER-343,PZ-VALUE,-1.220,0.203,9283,0.780,2026-03-04
QX-CER-343,PZ-REMOTE,-2.230,1.811,9,0.160,2026-02-28
QX-TIN-344,PZ-METRO,-0.952,0.119,6156,0.700,2026-03-05
QX-TIN-344,PZ-URBAN,-0.935,0.106,2113,0.920,2026-02-23
QX-TIN-344,PZ-VALUE,-1.929,2.143,38,0.106,2026-03-16
QX-TIN-344,PZ-REMOTE,-0.567,0.054,6611,0.716,2026-02-24
QX-FRZ-345,PZ-URBAN,-1.261,2.067,30,0.096,2026-03-18
QX-FRZ-345,PZ-VALUE,-2.213,0.092,8092,0.763,2026-03-03
QX-FRZ-345,PZ-REMOTE,-2.107,0.218,6993,0.770,2026-03-06
QX-FRZ-351,PZ-URBAN,-3.157,0.073,6176,0.920,2026-02-21
QX-FRZ-351,PZ-CORE,-1.816,0.166,8258,0.487,2026-03-26
QX-FRZ-351,PZ-VALUE,-2.683,0.196,1740,0.813,2026-02-24
QX-FRZ-351,PZ-REMOTE,-0.890,0.116,2779,0.883,2026-02-25
QX-CER-353,PZ-METRO,-2.710,0.168,5832,0.526,2026-03-24
QX-CER-353,PZ-URBAN,-0.506,0.045,1120,0.481,2026-03-20
QX-CER-353,PZ-CORE,-1.610,0.076,4266,0.896,2026-03-03
QX-CER-353,PZ-VALUE,-1.101,0.602,9,0.110,2026-03-11
QX-CER-353,PZ-REMOTE,-2.305,0.068,8264,0.586,2026-03-18
QX-HHD-354,PZ-METRO,-3.130,0.206,7729,0.545,2026-02-25
QX-HHD-354,PZ-URBAN,-1.343,0.068,6928,0.834,2026-03-09
QX-HHD-354,PZ-CORE,-2.202,1.822,24,0.091,2026-03-11
QX-HHD-354,PZ-VALUE,-1.856,1.262,33,0.039,2026-02-25
QX-HHD-354,PZ-REMOTE,-1.065,0.200,6811,0.800,2026-03-20
QX-TIN-355,PZ-METRO,-3.155,0.187,4933,0.508,2026-03-07
QX-TIN-355,PZ-URBAN,-1.949,0.037,4589,0.604,2026-02-25
QX-TIN-355,PZ-CORE,-2.728,0.051,5432,0.593,2026-03-17
QX-TIN-355,PZ-VALUE,-1.103,0.111,617,0.769,2026-03-20
QX-TIN-355,PZ-REMOTE,-0.962,0.044,2413,0.631,2026-03-11
QX-TIN-357,PZ-METRO,-0.468,0.211,684,0.787,2026-02-27
QX-TIN-357,PZ-VALUE,-1.661,0.061,1706,0.585,2026-03-17
QX-TIN-357,PZ-REMOTE,-3.183,1.419,26,0.084,2026-02-24
QX-CER-359,PZ-METRO,-1.559,0.112,1624,0.641,2026-03-27
QX-CER-359,PZ-URBAN,-2.363,0.187,5633,0.886,2026-03-09
QX-CER-359,PZ-CORE,-0.546,0.119,6521,0.674,2026-02-25
QX-CER-359,PZ-VALUE,-2.850,0.100,7184,0.523,2026-03-15
QX-CER-359,PZ-REMOTE,-3.092,0.182,9141,0.562,2026-03-10
QX-HHD-361,PZ-METRO,-2.651,0.120,4459,0.604,2026-03-04
QX-HHD-361,PZ-CORE,-1.072,0.138,9019,0.476,2026-02-22
QX-HHD-361,PZ-VALUE,-2.495,0.192,856,0.704,2026-03-22
QX-HHD-361,PZ-REMOTE,-1.995,0.133,1851,0.855,2026-03-27
QX-PRO-366,PZ-URBAN,-1.921,1.959,18,0.024,2026-03-09
QX-PRO-366,PZ-VALUE,-2.026,0.192,5263,0.907,2026-03-12
QX-PRO-366,PZ-REMOTE,-2.275,0.124,8941,0.618,2026-03-22
QX-PET-368,PZ-CORE,-3.152,0.126,2018,0.546,2026-03-28
QX-PET-368,PZ-VALUE,-1.265,0.111,2174,0.813,2026-03-10
QX-PET-368,PZ-REMOTE,-1.295,0.138,2918,0.631,2026-02-24
QX-CER-369,PZ-URBAN,-1.359,0.146,8099,0.918,2026-03-04
QX-CER-369,PZ-CORE,-0.607,0.126,3790,0.700,2026-03-18
QX-CER-369,PZ-REMOTE,-2.626,0.066,3593,0.660,2026-03-22
QX-PET-372,PZ-METRO,-1.297,0.185,6706,0.644,2026-03-27
QX-PET-372,PZ-URBAN,-1.233,0.200,3059,0.828,2026-03-21
QX-PET-372,PZ-CORE,-2.975,0.129,4518,0.775,2026-02-22
QX-PET-372,PZ-VALUE,-0.495,0.124,5371,0.626,2026-03-03
QX-CER-382,PZ-METRO,-1.338,0.073,5659,0.857,2026-03-16
QX-CER-382,PZ-CORE,-2.598,0.045,5639,0.544,2026-02-21
QX-CER-382,PZ-VALUE,-0.613,0.749,18,0.044,2026-02-27
QX-CER-382,PZ-REMOTE,-0.685,0.111,857,0.855,2026-03-12
QX-BWS-386,PZ-METRO,-2.880,0.033,7688,0.463,2026-03-28
QX-BWS-386,PZ-URBAN,-1.854,0.145,5167,0.664,2026-03-12
QX-BWS-386,PZ-VALUE,-1.845,0.133,3733,0.854,2026-03-23
QX-BWS-386,PZ-REMOTE,-0.839,0.209,1606,0.866,2026-03-06
QX-CHL-388,PZ-METRO,-1.621,0.213,455,0.467,2026-03-20
QX-CHL-388,PZ-URBAN,-1.344,2.316,30,0.053,2026-03-04
QX-CHL-388,PZ-VALUE,-2.012,0.178,7617,0.470,2026-03-02
QX-CHL-388,PZ-REMOTE,-2.698,0.075,2926,0.564,2026-03-21
QX-CHL-393,PZ-METRO,-1.984,0.068,1022,0.601,2026-03-05
QX-CHL-393,PZ-URBAN,-2.083,0.100,8473,0.528,2026-03-20
QX-CHL-393,PZ-CORE,-1.952,1.644,24,0.149,2026-03-28
QX-CHL-393,PZ-VALUE,-0.555,0.173,3699,0.896,2026-03-26
QX-CHL-393,PZ-REMOTE,-2.124,0.214,6086,0.571,2026-03-09
QX-PET-396,PZ-METRO,-2.586,0.061,3613,0.703,2026-03-13
QX-PET-396,PZ-URBAN,-1.057,0.171,1402,0.779,2026-03-24
QX-PET-396,PZ-VALUE,-0.411,0.110,4094,0.850,2026-03-18
QX-PET-396,PZ-REMOTE,-1.380,0.153,8449,0.477,2026-03-12
QX-CER-398,PZ-METRO,-1.113,0.208,1109,0.676,2026-03-08
QX-CER-398,PZ-URBAN,-1.917,0.171,7924,0.556,2026-03-07
QX-CER-398,PZ-VALUE,-1.867,0.218,975,0.895,2026-03-24
QX-CER-398,PZ-REMOTE,-3.054,0.178,9235,0.620,2026-02-25
QX-HHD-403,PZ-METRO,-1.520,0.119,3602,0.894,2026-02-26
QX-HHD-403,PZ-URBAN,-0.624,0.092,2626,0.863,2026-03-21
QX-HHD-403,PZ-CORE,-1.717,0.100,6216,0.651,2026-03-24
QX-HHD-403,PZ-VALUE,-1.105,0.149,5114,0.811,2026-03-06
QX-HHD-403,PZ-REMOTE,-1.565,0.133,8290,0.481,2026-03-23
QX-PET-405,PZ-METRO,-1.091,0.211,4037,0.664,2026-03-23
QX-PET-405,PZ-URBAN,-2.894,0.124,5118,0.577,2026-03-20
QX-PET-405,PZ-CORE,-2.775,0.070,8210,0.927,2026-03-06
QX-PET-405,PZ-VALUE,-2.264,0.197,2181,0.456,2026-03-23
QX-PET-405,PZ-REMOTE,-0.567,0.184,992,0.598,2026-02-21
QX-HBC-406,PZ-METRO,-2.212,1.833,39,0.178,2026-03-07
QX-HBC-406,PZ-URBAN,-1.686,0.174,8703,0.845,2026-03-26
QX-HBC-406,PZ-CORE,-1.610,0.196,5651,0.508,2026-03-13
QX-HBC-406,PZ-VALUE,-0.695,0.117,7891,0.691,2026-03-20
QX-DRY-408,PZ-METRO,-1.708,0.185,2662,0.713,2026-03-15
QX-DRY-408,PZ-CORE,-0.438,0.216,9330,0.529,2026-03-02
QX-DRY-408,PZ-VALUE,-0.891,0.160,6963,0.767,2026-03-23
QX-DRY-408,PZ-REMOTE,-2.895,0.066,9007,0.770,2026-03-21
QX-FRZ-413,PZ-URBAN,-3.142,0.119,6305,0.758,2026-03-04
QX-FRZ-413,PZ-VALUE,-2.539,2.100,26,0.185,2026-03-23
QX-FRZ-413,PZ-REMOTE,-2.862,0.047,3728,0.660,2026-03-25
QX-FRZ-414,PZ-METRO,-0.910,0.176,6768,0.839,2026-02-28
QX-FRZ-414,PZ-URBAN,-2.062,0.211,4876,0.924,2026-02-25
QX-FRZ-414,PZ-CORE,-0.703,0.056,8119,0.844,2026-03-10
QX-FRZ-414,PZ-REMOTE,-1.786,0.215,2772,0.806,2026-03-05
QX-FRZ-415,PZ-METRO,-2.130,0.172,2102,0.633,2026-03-01
QX-FRZ-415,PZ-URBAN,-2.499,0.161,1846,0.622,2026-03-28
QX-FRZ-415,PZ-CORE,-1.941,0.107,3823,0.908,2026-03-17
QX-FRZ-415,PZ-VALUE,-2.319,0.069,3593,0.880,2026-03-20
QX-FRZ-415,PZ-REMOTE,-2.157,0.198,1149,0.904,2026-03-28
QX-HHD-418,PZ-METRO,-0.977,0.123,1317,0.561,2026-03-10
QX-HHD-418,PZ-URBAN,-1.163,2.093,29,0.196,2026-02-24
QX-HHD-418,PZ-CORE,-2.201,1.914,17,0.064,2026-03-14
QX-HHD-418,PZ-VALUE,-0.842,0.056,471,0.741,2026-03-04
QX-PET-427,PZ-METRO,-0.659,0.119,8152,0.913,2026-02-27
QX-PET-427,PZ-URBAN,-0.948,0.137,657,0.830,2026-03-14
QX-PET-427,PZ-VALUE,-1.068,0.165,8984,0.529,2026-03-14
QX-PET-427,PZ-REMOTE,-3.144,0.069,7132,0.707,2026-03-09
QX-PRO-434,PZ-URBAN,-1.075,0.109,6748,0.522,2026-03-08
QX-PRO-434,PZ-CORE,-2.842,0.157,7624,0.922,2026-03-20
QX-PRO-434,PZ-VALUE,-2.070,0.038,2215,0.821,2026-02-22
QX-HHD-442,PZ-URBAN,-2.209,2.060,28,0.064,2026-03-23
QX-HHD-442,PZ-CORE,-2.590,1.849,23,0.042,2026-03-25
QX-HHD-442,PZ-VALUE,-2.161,0.170,2109,0.524,2026-03-22
QX-PET-445,PZ-METRO,-2.675,0.099,8579,0.669,2026-03-07
QX-PET-445,PZ-URBAN,-2.322,0.106,3617,0.624,2026-03-13
QX-PET-445,PZ-CORE,-1.592,0.183,765,0.500,2026-03-24
QX-TIN-446,PZ-METRO,-2.065,0.115,8475,0.774,2026-02-24
QX-TIN-446,PZ-URBAN,-1.399,0.176,7162,0.811,2026-03-06
QX-TIN-446,PZ-CORE,-0.446,0.139,3681,0.724,2026-03-22
QX-TIN-446,PZ-VALUE,-1.056,0.151,7666,0.774,2026-03-13
QX-TIN-446,PZ-REMOTE,-2.014,1.080,18,0.101,2026-03-04
QX-PET-449,PZ-METRO,-1.246,0.055,2984,0.688,2026-03-04
QX-PET-449,PZ-URBAN,-1.399,0.219,1376,0.466,2026-02-23
QX-PET-449,PZ-CORE,-2.044,0.107,6615,0.479,2026-03-28
QX-PET-449,PZ-VALUE,-1.282,1.338,12,0.107,2026-03-10
QX-PET-449,PZ-REMOTE,-2.283,0.172,4365,0.645,2026-03-01
QX-PET-455,PZ-URBAN,-0.734,0.145,2968,0.878,2026-03-13
QX-PET-455,PZ-CORE,-2.696,0.072,3413,0.530,2026-03-25
QX-PET-455,PZ-VALUE,-2.383,0.130,7278,0.707,2026-03-07
QX-DRY-457,PZ-METRO,-1.395,0.164,3301,0.602,2026-02-28
QX-DRY-457,PZ-CORE,-1.628,0.141,1813,0.550,2026-03-25
QX-DRY-457,PZ-VALUE,-1.191,1.072,24,0.133,2026-03-03
QX-DRY-457,PZ-REMOTE,-3.022,0.166,5310,0.744,2026-03-03
QX-CER-458,PZ-METRO,-0.659,0.073,4814,0.749,2026-03-04
QX-CER-458,PZ-URBAN,-0.638,0.108,3648,0.607,2026-02-24
QX-CER-458,PZ-CORE,-2.541,0.041,1439,0.617,2026-02-23
QX-CER-458,PZ-VALUE,-2.645,0.056,6118,0.443,2026-03-28
QX-CER-458,PZ-REMOTE,-1.434,0.065,2951,0.601,2026-03-22
QX-DRK-460,PZ-METRO,-1.973,0.131,7718,0.583,2026-03-26
QX-DRK-460,PZ-URBAN,-2.225,0.074,5941,0.882,2026-03-06
QX-DRK-460,PZ-CORE,-2.608,0.064,518,0.742,2026-03-12
QX-DRK-460,PZ-VALUE,-1.536,0.049,4542,0.719,2026-03-07
QX-DRK-460,PZ-REMOTE,-0.679,0.111,9205,0.717,2026-03-19
QX-PET-462,PZ-METRO,-2.667,0.094,5592,0.906,2026-02-24
QX-PET-462,PZ-URBAN,-2.452,0.035,4548,0.784,2026-03-09
QX-PET-462,PZ-CORE,-0.810,0.049,2356,0.738,2026-03-01
QX-PET-462,PZ-VALUE,-3.175,0.192,4487,0.901,2026-03-15
QX-PET-462,PZ-REMOTE,-2.406,0.217,1353,0.802,2026-02-21
QX-TIN-463,PZ-METRO,-1.448,0.210,2164,0.613,2026-03-06
QX-TIN-463,PZ-URBAN,-1.452,0.220,7754,0.813,2026-02-26
QX-TIN-463,PZ-CORE,-1.646,0.109,878,0.827,2026-03-18
QX-TIN-463,PZ-REMOTE,-2.563,0.054,1666,0.598,2026-03-15
QX-BAK-464,PZ-METRO,-0.991,0.043,3789,0.875,2026-03-15
QX-BAK-464,PZ-URBAN,-2.590,0.189,5692,0.709,2026-03-23
QX-BAK-464,PZ-CORE,-0.712,0.121,7437,0.788,2026-03-20
QX-BAK-464,PZ-VALUE,-2.195,0.126,920,0.889,2026-03-07
QX-BAK-464,PZ-REMOTE,-2.557,1.326,12,0.016,2026-02-21
QX-CHL-466,PZ-METRO,-0.591,0.111,8176,0.688,2026-03-23
QX-CHL-466,PZ-URBAN,-0.910,0.064,1507,0.585,2026-03-29
QX-CHL-466,PZ-CORE,-0.932,0.074,6920,0.742,2026-03-02
QX-CHL-466,PZ-REMOTE,-2.739,0.089,7647,0.628,2026-03-04
QX-DRK-467,PZ-METRO,-1.107,2.339,23,0.014,2026-03-09
QX-DRK-467,PZ-CORE,-2.685,0.215,8457,0.734,2026-03-03
QX-DRK-467,PZ-VALUE,-0.693,0.169,4705,0.600,2026-03-06
QX-DRK-467,PZ-REMOTE,-1.277,0.030,3133,0.781,2026-02-26
QX-HHD-469,PZ-URBAN,-0.696,0.216,5268,0.664,2026-02-28
QX-HHD-469,PZ-CORE,-0.624,0.078,3956,0.920,2026-02-22
QX-HHD-469,PZ-VALUE,-1.126,0.076,9172,0.510,2026-03-01
QX-HHD-469,PZ-REMOTE,-2.532,1.638,18,0.191,2026-03-22
QX-PET-471,PZ-METRO,-2.994,0.039,3349,0.685,2026-03-03
QX-PET-471,PZ-REMOTE,-1.124,0.031,5904,0.826,2026-02-22
QX-CHL-475,PZ-METRO,-0.416,0.182,8135,0.778,2026-03-09
QX-CHL-475,PZ-CORE,-2.960,0.110,5744,0.747,2026-03-26
QX-CHL-475,PZ-VALUE,-2.763,0.198,6722,0.638,2026-03-16
QX-CHL-475,PZ-REMOTE,-2.201,0.161,5199,0.676,2026-03-11
QX-PET-476,PZ-METRO,-1.142,1.343,17,0.018,2026-03-04
QX-PET-476,PZ-URBAN,-2.009,0.202,6849,0.692,2026-03-20
QX-PET-476,PZ-CORE,-2.140,0.107,7228,0.734,2026-03-20
QX-PET-476,PZ-VALUE,-1.573,0.114,2797,0.744,2026-03-10
QX-PET-476,PZ-REMOTE,-1.494,0.099,3894,0.745,2026-03-06
QX-TIN-480,PZ-METRO,-0.627,0.134,7155,0.508,2026-03-04
QX-TIN-480,PZ-URBAN,-1.843,0.169,7359,0.711,2026-03-15
QX-TIN-480,PZ-CORE,-1.983,2.344,34,0.159,2026-02-23
QX-TIN-480,PZ-REMOTE,-1.003,0.152,2725,0.441,2026-03-24
QX-PET-481,PZ-METRO,-1.569,0.109,5858,0.686,2026-03-12
QX-PET-481,PZ-URBAN,-1.333,0.118,5750,0.869,2026-03-04
QX-PET-481,PZ-CORE,-1.305,0.202,2441,0.480,2026-03-19
QX-PET-481,PZ-REMOTE,-1.273,0.180,1591,0.898,2026-03-20
QX-BAK-488,PZ-METRO,-0.826,0.853,32,0.032,2026-03-02
QX-BAK-488,PZ-URBAN,-0.986,0.100,7367,0.492,2026-03-20
QX-BAK-488,PZ-CORE,-1.332,0.167,3753,0.674,2026-02-28
QX-BAK-488,PZ-VALUE,-0.593,0.154,5179,0.828,2026-03-20
QX-BAK-488,PZ-REMOTE,-0.451,0.184,4912,0.770,2026-03-28
QX-DRY-489,PZ-METRO,-2.883,0.172,8005,0.583,2026-02-22
QX-DRY-489,PZ-URBAN,-1.378,0.156,527,0.822,2026-03-25
QX-DRY-489,PZ-VALUE,-2.207,0.039,2318,0.808,2026-02-24
QX-DRY-489,PZ-REMOTE,-2.144,0.162,3087,0.691,2026-02-23
QX-HHD-492,PZ-METRO,-2.222,0.089,7144,0.605,2026-03-02
QX-HHD-492,PZ-URBAN,-2.361,0.076,4086,0.732,2026-03-12
QX-HHD-492,PZ-VALUE,-0.999,0.208,5917,0.620,2026-02-23
QX-HHD-492,PZ-REMOTE,-2.750,0.216,6144,0.629,2026-03-09
QX-HHD-493,PZ-METRO,-2.831,0.032,5333,0.756,2026-03-26
QX-HHD-493,PZ-CORE,-1.151,0.053,3746,0.783,2026-03-06
QX-HHD-493,PZ-VALUE,-1.093,0.207,3513,0.524,2026-03-27
QX-HHD-493,PZ-REMOTE,-1.872,0.151,4446,0.745,2026-02-28
QX-FRZ-495,PZ-METRO,-2.273,0.211,5635,0.689,2026-02-28
QX-FRZ-495,PZ-CORE,-1.799,0.213,6821,0.726,2026-02-28
QX-FRZ-495,PZ-VALUE,-2.302,0.129,2117,0.689,2026-03-11
QX-FRZ-495,PZ-REMOTE,-1.212,0.078,6487,0.883,2026-03-21
QX-FRZ-500,PZ-METRO,-2.987,0.138,1995,0.607,2026-03-27
QX-FRZ-500,PZ-URBAN,-0.764,0.154,780,0.747,2026-03-23
QX-FRZ-500,PZ-CORE,-1.190,0.087,3754,0.813,2026-03-09
QX-FRZ-500,PZ-VALUE,-3.075,0.210,7775,0.877,2026-02-24
QX-DRY-506,PZ-METRO,-2.828,0.053,3318,0.499,2026-03-14
QX-DRY-506,PZ-URBAN,-0.420,0.067,3766,0.541,2026-03-05
QX-DRY-506,PZ-CORE,-2.532,0.134,8615,0.868,2026-03-26
QX-DRY-506,PZ-VALUE,-2.158,0.217,7549,0.511,2026-03-13
QX-DRY-506,PZ-REMOTE,-1.640,0.205,3819,0.902,2026-03-28
QX-CHL-511,PZ-URBAN,-0.904,0.049,2272,0.466,2026-03-18
QX-CHL-511,PZ-VALUE,-2.551,0.201,6314,0.447,2026-02-25
QX-CHL-511,PZ-REMOTE,-1.051,0.808,12,0.138,2026-03-02
QX-BAK-514,PZ-URBAN,-0.928,0.159,3187,0.701,2026-02-21
QX-BAK-514,PZ-VALUE,-2.875,0.124,3395,0.513,2026-03-10
QX-BAK-514,PZ-REMOTE,-0.988,0.180,6569,0.802,2026-02-24
QX-TIN-515,PZ-URBAN,-1.131,0.127,6425,0.757,2026-02-23
QX-TIN-515,PZ-CORE,-0.667,1.022,15,0.056,2026-03-04
QX-TIN-515,PZ-REMOTE,-2.044,0.074,4035,0.793,2026-03-05
QX-CER-521,PZ-METRO,-1.119,0.139,4107,0.703,2026-03-26
QX-CER-521,PZ-URBAN,-2.007,0.056,8939,0.563,2026-02-27
QX-CER-521,PZ-VALUE,-0.700,0.088,4460,0.658,2026-03-06
QX-CER-521,PZ-REMOTE,-2.948,0.079,6572,0.892,2026-03-12
QX-PET-524,PZ-METRO,-0.964,0.122,7963,0.691,2026-03-18
QX-PET-524,PZ-CORE,-3.071,2.355,35,0.060,2026-02-26
QX-PET-524,PZ-VALUE,-3.061,1.962,22,0.138,2026-03-13
QX-BAK-527,PZ-URBAN,-2.362,0.130,7722,0.467,2026-03-01
QX-BAK-527,PZ-CORE,-2.487,0.109,4831,0.781,2026-03-28
QX-BAK-527,PZ-VALUE,-3.026,1.247,17,0.037,2026-03-19
QX-BAK-527,PZ-REMOTE,-1.653,0.992,34,0.167,2026-02-27
QX-BAK-528,PZ-METRO,-1.580,0.055,2044,0.707,2026-03-11
QX-BAK-528,PZ-URBAN,-1.159,0.117,5175,0.528,2026-03-21
QX-BAK-528,PZ-CORE,-1.247,0.105,1787,0.476,2026-03-29
QX-BAK-528,PZ-VALUE,-0.633,0.187,8950,0.539,2026-03-08
QX-BAK-528,PZ-REMOTE,-1.543,0.061,2229,0.468,2026-03-05
QX-PET-531,PZ-URBAN,-0.964,0.060,5600,0.538,2026-03-10
QX-PET-531,PZ-CORE,-0.469,0.064,1697,0.622,2026-03-12
QX-PET-531,PZ-VALUE,-2.621,0.064,2077,0.746,2026-03-15
QX-PET-531,PZ-REMOTE,-0.597,0.089,3277,0.513,2026-03-03
QX-PRO-544,PZ-METRO,-1.374,0.138,6121,0.580,2026-02-25
QX-PRO-544,PZ-URBAN,-1.687,0.164,1167,0.682,2026-02-21
QX-PRO-544,PZ-CORE,-1.310,0.057,4164,0.589,2026-03-01
QX-PRO-544,PZ-REMOTE,-1.950,0.070,6626,0.725,2026-03-01
QX-DRY-545,PZ-CORE,-3.145,0.078,8440,0.731,2026-02-22
QX-DRY-545,PZ-REMOTE,-0.566,1.118,27,0.021,2026-03-04
QX-CHL-550,PZ-METRO,-1.532,0.154,2297,0.729,2026-02-26
QX-CHL-550,PZ-URBAN,-2.000,0.070,4367,0.658,2026-03-13
QX-CHL-550,PZ-CORE,-3.014,0.139,6119,0.815,2026-03-26
QX-CHL-550,PZ-VALUE,-3.102,0.174,7561,0.658,2026-03-19
QX-CHL-550,PZ-REMOTE,-0.734,1.377,32,0.113,2026-03-05
QX-DRK-554,PZ-METRO,-2.411,0.037,5735,0.854,2026-03-09
QX-DRK-554,PZ-URBAN,-1.316,0.187,5261,0.927,2026-02-25
QX-DRK-554,PZ-CORE,-0.458,0.051,7194,0.603,2026-03-02
QX-DRK-554,PZ-VALUE,-0.494,1.461,37,0.121,2026-03-10
QX-DRK-554,PZ-REMOTE,-2.591,0.201,1187,0.550,2026-03-07
QX-PRO-562,PZ-METRO,-1.678,0.059,7753,0.672,2026-03-27
QX-PRO-562,PZ-CORE,-0.788,0.912,22,0.142,2026-02-21
QX-PRO-562,PZ-VALUE,-2.040,0.198,6962,0.783,2026-02-21
QX-PRO-562,PZ-REMOTE,-1.252,0.132,5415,0.492,2026-03-19
QX-TIN-567,PZ-METRO,-0.408,0.196,1299,0.650,2026-03-28
QX-TIN-567,PZ-URBAN,-2.088,0.118,1805,0.625,2026-03-22
QX-TIN-567,PZ-CORE,-1.663,0.048,5741,0.577,2026-03-20
QX-TIN-567,PZ-VALUE,-2.193,0.197,1718,0.881,2026-03-11
QX-TIN-567,PZ-REMOTE,-1.993,0.165,2496,0.481,2026-03-03
QX-PET-569,PZ-URBAN,-0.918,0.083,8246,0.664,2026-03-04
QX-PET-569,PZ-CORE,-0.901,0.121,5586,0.891,2026-02-24
QX-PET-569,PZ-VALUE,-1.521,1.917,15,0.087,2026-02-28
QX-PET-569,PZ-REMOTE,-2.022,0.135,5092,0.728,2026-03-13
QX-BWS-570,PZ-URBAN,-0.482,0.153,5775,0.508,2026-03-09
QX-BWS-570,PZ-CORE,-2.179,0.215,678,0.536,2026-02-24
QX-BWS-570,PZ-VALUE,-2.371,1.762,22,0.048,2026-02-28
QX-BWS-570,PZ-REMOTE,-1.981,0.213,3729,0.897,2026-03-22
QX-BWS-572,PZ-METRO,-0.925,0.087,5059,0.653,2026-03-01
QX-BWS-572,PZ-VALUE,-1.686,0.145,4050,0.676,2026-03-07
QX-BWS-572,PZ-REMOTE,-0.782,0.136,8179,0.715,2026-03-09
QX-PRO-573,PZ-URBAN,-2.045,0.037,4540,0.822,2026-02-22
QX-PRO-573,PZ-CORE,-1.724,0.110,5162,0.498,2026-03-15
QX-PRO-573,PZ-REMOTE,-1.086,2.049,33,0.107,2026-03-15
QX-BWS-575,PZ-METRO,-1.866,0.039,8616,0.504,2026-03-28
QX-BWS-575,PZ-URBAN,-1.093,0.147,3086,0.653,2026-03-16
QX-BWS-575,PZ-REMOTE,-3.119,1.314,29,0.085,2026-03-17
QX-HHD-580,PZ-METRO,-3.084,0.153,3324,0.713,2026-02-27
QX-HHD-580,PZ-URBAN,-0.943,0.088,386,0.549,2026-02-27
QX-HHD-580,PZ-CORE,-1.674,0.088,411,0.564,2026-02-27
QX-HHD-580,PZ-VALUE,-1.928,0.203,6876,0.769,2026-02-25
QX-HHD-580,PZ-REMOTE,-2.495,0.109,591,0.895,2026-02-27
QX-PRO-594,PZ-CORE,-1.017,0.198,8062,0.903,2026-02-21
QX-PRO-594,PZ-VALUE,-1.736,0.053,6604,0.511,2026-02-27
QX-PRO-594,PZ-REMOTE,-1.968,0.200,4734,0.504,2026-03-26
QX-PET-595,PZ-URBAN,-2.368,0.079,1539,0.793,2026-03-03
QX-PET-595,PZ-CORE,-2.953,1.122,27,0.096,2026-02-23
QX-PET-595,PZ-VALUE,-0.627,0.046,2528,0.913,2026-03-09
QX-CER-599,PZ-URBAN,-2.003,0.035,8974,0.653,2026-03-01
QX-CER-599,PZ-VALUE,-3.180,0.149,8270,0.852,2026-03-29
QX-CER-599,PZ-REMOTE,-3.188,0.162,3242,0.566,2026-03-06
QX-HHD-601,PZ-URBAN,-1.203,0.045,1725,0.463,2026-02-22
QX-HHD-601,PZ-CORE,-2.710,0.058,8302,0.621,2026-03-27
QX-HHD-601,PZ-VALUE,-2.790,0.170,6616,0.441,2026-03-05
QX-HHD-601,PZ-REMOTE,-0.613,0.108,8694,0.699,2026-03-24
QX-PRO-606,PZ-METRO,-1.417,0.079,4485,0.509,2026-03-18
QX-PRO-606,PZ-URBAN,-0.462,0.091,4044,0.499,2026-03-24
QX-PRO-606,PZ-CORE,-2.509,1.804,15,0.105,2026-03-22
QX-PRO-606,PZ-VALUE,-2.148,0.154,3105,0.489,2026-03-10
QX-HBC-609,PZ-METRO,-0.896,0.126,2285,0.848,2026-03-24
QX-HBC-609,PZ-URBAN,-1.437,0.136,6163,0.566,2026-03-02
QX-HBC-609,PZ-VALUE,-1.289,1.435,17,0.195,2026-03-20
QX-HBC-609,PZ-REMOTE,-1.634,0.036,5388,0.498,2026-03-10
QX-BWS-610,PZ-METRO,-1.558,0.096,7219,0.463,2026-03-26
QX-BWS-610,PZ-URBAN,-0.673,0.174,3785,0.877,2026-03-22
QX-BWS-610,PZ-VALUE,-2.860,0.176,2661,0.754,2026-03-19
QX-BWS-610,PZ-REMOTE,-0.432,0.156,8837,0.846,2026-03-02
QX-DRK-611,PZ-METRO,-0.568,0.161,3347,0.822,2026-03-16
QX-DRK-611,PZ-URBAN,-1.442,1.406,21,0.043,2026-03-05
QX-DRK-611,PZ-CORE,-2.722,0.198,4580,0.712,2026-02-27
QX-DRK-611,PZ-VALUE,-2.138,0.209,6014,0.699,2026-03-27
QX-DRK-611,PZ-REMOTE,-0.677,0.144,1827,0.885,2026-03-07
QX-BWS-613,PZ-METRO,-2.179,0.071,5969,0.927,2026-02-25
QX-BWS-613,PZ-URBAN,-1.935,0.059,3384,0.556,2026-03-17
QX-BWS-613,PZ-VALUE,-1.308,0.120,7670,0.829,2026-03-26
QX-BWS-613,PZ-REMOTE,-1.904,1.756,18,0.049,2026-03-01
QX-FRZ-614,PZ-URBAN,-2.639,2.177,26,0.104,2026-03-09
QX-FRZ-614,PZ-REMOTE,-0.663,1.373,11,0.093,2026-03-20
