depot_id,snapshot_date,sku,pallets_on_hand,weeks_cover
DC-05,2026-05-06,QX-DRK-807,180,7.9
DC-05,2026-05-06,QX-FRZ-809,0,8.2
DC-05,2026-05-06,QX-HHD-826,168,3.8
DC-05,2026-05-06,QX-BWS-829,8,3.3
DC-05,2026-05-06,QX-BWS-835,234,8.4
DC-05,2026-05-06,QX-DRY-836,41,3.0
DC-05,2026-05-06,QX-PRO-838,130,2.6
DC-05,2026-05-06,QX-BAK-844,154,9.1
DC-05,2026-05-06,QX-PRO-847,313,4.5
DC-05,2026-05-06,QX-HHD-852,181,5.5
DC-05,2026-05-06,QX-TIN-854,78,1.5
DC-05,2026-05-06,QX-HHD-860,242,8.5
DC-05,2026-05-06,QX-CHL-861,152,5.1
DC-05,2026-05-06,QX-PRO-863,208,8.4
DC-05,2026-05-06,QX-BWS-872,136,3.1
DC-05,2026-05-06,QX-BWS-875,101,9.3
DC-05,2026-05-06,QX-PET-878,53,3.8
DC-05,2026-05-06,QX-CHL-880,84,1.3
DC-05,2026-05-06,QX-CHL-890,37,7.7
DC-05,2026-05-06,QX-PRO-892,112,8.1
DC-05,2026-05-06,QX-CHL-899,266,7.7
DC-05,2026-05-06,QX-BAK-905,29,6.9
DC-05,2026-05-06,QX-BWS-921,255,8.1
DC-05,2026-05-06,QX-CER-926,207,1.5
DC-05,2026-05-06,QX-TIN-928,108,7.6
DC-05,2026-05-06,QX-FRZ-931,168,3.6
DC-05,2026-05-06,QX-BAK-932,96,8.2
DC-05,2026-05-06,QX-BWS-938,85,1.7
DC-05,2026-05-06,QX-TIN-948,63,8.8
DC-05,2026-05-06,QX-HBC-952,295,6.5
DC-05,2026-05-06,QX-TIN-954,227,1.6
DC-05,2026-05-06,QX-BAK-957,290,5.3
DC-05,2026-05-06,QX-BAK-958,30,8.2
DC-05,2026-05-06,QX-PET-960,323,2.0
DC-05,2026-05-06,QX-FRZ-961,177,5.6
DC-05,2026-05-06,QX-PET-962,276,3.2
DC-05,2026-05-06,QX-CHL-964,111,0.9
DC-05,2026-05-06,QX-BAK-968,220,2.5
DC-05,2026-05-06,QX-PET-970,309,0.6
DC-05,2026-05-06,QX-TIN-973,102,2.8
DC-05,2026-05-06,QX-TIN-975,102,6.6
DC-05,2026-05-06,QX-FRZ-977,252,5.7
DC-05,2026-05-06,QX-BWS-980,295,9.1
DC-05,2026-05-06,QX-HBC-985,216,7.6
DC-05,2026-05-06,QX-HHD-986,176,9.3
DC-05,2026-05-06,QX-CHL-988,15,1.2
DC-05,2026-05-06,QX-CER-990,53,5.2
DC-05,2026-05-06,QX-CHL-997,286,3.6
DC-05,2026-05-06,QX-DRK-998,228,4.2
DC-05,2026-05-06,QX-BWS-001,331,6.7
DC-05,2026-05-06,QX-HBC-002,249,3.7
DC-05,2026-05-06,QX-BAK-008,222,1.0
DC-05,2026-05-06,QX-BWS-015,1,2.1
DC-05,2026-05-06,QX-CER-024,278,4.6
DC-05,2026-05-06,QX-DRY-025,225,0.5
DC-05,2026-05-06,QX-PRO-026,98,2.3
DC-05,2026-05-06,QX-CER-032,184,1.9
DC-05,2026-05-06,QX-CHL-033,20,2.2
DC-05,2026-05-06,QX-TIN-035,104,6.3
DC-05,2026-05-06,QX-BWS-037,113,5.2
DC-05,2026-05-06,QX-CER-043,197,7.9
DC-05,2026-05-06,QX-TIN-044,172,5.0
DC-05,2026-05-06,QX-DRY-056,334,7.4
DC-05,2026-05-06,QX-PRO-060,289,2.7
DC-05,2026-05-06,QX-PET-065,51,1.0
DC-05,2026-05-06,QX-CHL-066,85,1.6
DC-05,2026-05-06,QX-TIN-067,328,5.8
DC-05,2026-05-06,QX-TIN-074,102,6.0
DC-05,2026-05-06,QX-DRY-079,292,1.5
DC-05,2026-05-06,QX-FRZ-080,26,8.1
DC-05,2026-05-06,QX-DRY-081,207,5.6
DC-05,2026-05-06,QX-DRY-084,178,8.6
DC-05,2026-05-06,QX-DRY-091,147,3.3
DC-05,2026-05-06,QX-DRK-092,146,7.5
DC-05,2026-05-06,QX-HBC-100,277,5.6
DC-05,2026-05-06,QX-CHL-101,92,6.8
DC-05,2026-05-06,QX-PET-104,285,9.4
DC-05,2026-05-06,QX-TIN-105,29,3.0
DC-05,2026-05-06,QX-HBC-111,227,6.2
DC-05,2026-05-06,QX-TIN-112,239,2.9
DC-05,2026-05-06,QX-CER-118,160,6.5
DC-05,2026-05-06,QX-HBC-121,83,1.1
DC-05,2026-05-06,QX-HHD-123,40,9.3
DC-05,2026-05-06,QX-BAK-124,219,8.4
DC-05,2026-05-06,QX-BAK-129,335,8.2
DC-05,2026-05-06,QX-HHD-131,334,1.2
DC-05,2026-05-06,QX-BAK-134,24,0.7
DC-05,2026-05-06,QX-HHD-135,321,5.8
DC-05,2026-05-06,QX-HHD-139,73,4.3
DC-05,2026-05-06,QX-CER-144,30,1.1
DC-05,2026-05-06,QX-PRO-150,249,1.8
DC-05,2026-05-06,QX-HHD-152,120,8.5
DC-05,2026-05-06,QX-PRO-153,211,6.0
DC-05,2026-05-06,QX-HBC-166,72,9.0
DC-05,2026-05-06,QX-BAK-167,155,1.6
DC-05,2026-05-06,QX-PRO-170,144,3.2
DC-05,2026-05-06,QX-DRY-173,71,2.8
DC-05,2026-05-06,QX-PRO-176,162,2.9
DC-05,2026-05-06,QX-BAK-181,95,3.6
DC-05,2026-05-06,QX-PRO-185,42,0.4
DC-05,2026-05-06,QX-TIN-193,137,3.0
DC-05,2026-05-06,QX-BWS-198,54,3.2
DC-05,2026-05-06,QX-HBC-199,91,6.6
DC-05,2026-05-06,QX-PET-202,333,8.1
DC-05,2026-05-06,QX-TIN-204,261,3.9
DC-05,2026-05-06,QX-PRO-206,157,4.2
DC-05,2026-05-06,QX-TIN-211,292,5.3
DC-05,2026-05-06,QX-TIN-227,321,0.8
DC-05,2026-05-06,QX-BWS-229,162,9.2
DC-05,2026-05-06,QX-DRY-230,144,8.4
DC-05,2026-05-06,QX-CER-231,26,1.5
DC-05,2026-05-06,QX-FRZ-233,96,9.1
DC-05,2026-05-06,QX-BAK-235,154,8.0
DC-05,2026-05-06,QX-TIN-244,105,2.0
DC-05,2026-05-06,QX-CHL-251,129,2.4
DC-05,2026-05-06,QX-HHD-257,280,5.5
DC-05,2026-05-06,QX-BWS-260,102,8.6
DC-05,2026-05-06,QX-DRY-266,43,2.8
DC-05,2026-05-06,QX-TIN-267,173,8.8
DC-05,2026-05-06,QX-CHL-269,186,2.6
DC-05,2026-05-06,QX-TIN-272,280,8.3
DC-05,2026-05-06,QX-PET-276,293,1.3
DC-05,2026-05-06,QX-DRK-281,108,2.9
DC-05,2026-05-06,QX-TIN-288,242,2.8
DC-05,2026-05-06,QX-CHL-295,81,1.5
DC-05,2026-05-06,QX-HBC-298,74,6.9
DC-05,2026-05-06,QX-BAK-299,311,4.7
DC-05,2026-05-06,QX-CER-303,15,6.0
DC-05,2026-05-06,QX-HBC-304,178,1.0
DC-05,2026-05-06,QX-BWS-305,264,0.9
DC-05,2026-05-06,QX-CHL-313,253,8.0
DC-05,2026-05-06,QX-HHD-316,179,3.0
DC-05,2026-05-06,QX-HBC-321,177,8.4
DC-05,2026-05-06,QX-DRY-324,243,7.9
DC-05,2026-05-06,QX-TIN-328,68,8.4
DC-05,2026-05-06,QX-BWS-329,269,4.1
DC-05,2026-05-06,QX-DRY-333,3,3.1
DC-05,2026-05-06,QX-DRK-336,270,3.9
DC-05,2026-05-06,QX-HHD-338,32,7.7
DC-05,2026-05-06,QX-TIN-339,275,5.2
DC-05,2026-05-06,QX-CER-343,37,3.6
DC-05,2026-05-06,QX-HBC-356,298,1.5
DC-05,2026-05-06,QX-CER-359,31,4.8
DC-05,2026-05-06,QX-DRY-360,6,8.8
DC-05,2026-05-06,QX-DRK-362,292,1.9
DC-05,2026-05-06,QX-DRK-363,144,4.1
DC-05,2026-05-06,QX-PET-373,151,8.8
DC-05,2026-05-06,QX-BAK-376,167,5.2
DC-05,2026-05-06,QX-CER-378,322,1.4
DC-05,2026-05-06,QX-DRK-387,70,0.3
DC-05,2026-05-06,QX-DRK-391,295,6.6
DC-05,2026-05-06,QX-PET-396,314,3.5
DC-05,2026-05-06,QX-PRO-397,140,1.2
DC-05,2026-05-06,QX-CER-398,42,7.5
DC-05,2026-05-06,QX-DRY-404,143,3.0
DC-05,2026-05-06,QX-DRY-407,108,9.3
DC-05,2026-05-06,QX-CHL-410,215,1.0
DC-05,2026-05-06,QX-BWS-412,32,3.5
DC-05,2026-05-06,QX-FRZ-413,228,3.7
DC-05,2026-05-06,QX-PET-416,178,5.0
DC-05,2026-05-06,QX-PET-417,34,9.1
DC-05,2026-05-06,QX-HHD-418,15,2.3
DC-05,2026-05-06,QX-BAK-419,256,4.4
DC-05,2026-05-06,QX-FRZ-421,233,0.5
DC-05,2026-05-06,QX-PRO-423,326,8.6
DC-05,2026-05-06,QX-FRZ-430,7,4.3
DC-05,2026-05-06,QX-PRO-434,163,1.7
DC-05,2026-05-06,QX-FRZ-436,45,4.8
DC-05,2026-05-06,QX-FRZ-439,294,2.1
DC-05,2026-05-06,QX-HHD-444,308,5.3
DC-05,2026-05-06,QX-BWS-451,67,3.5
DC-05,2026-05-06,QX-PRO-453,149,2.5
DC-05,2026-05-06,QX-PET-455,220,7.8
DC-05,2026-05-06,QX-DRY-457,60,1.2
DC-05,2026-05-06,QX-PET-462,98,5.1
DC-05,2026-05-06,QX-BAK-464,200,5.6
DC-05,2026-05-06,QX-TIN-480,187,0.3
DC-05,2026-05-06,QX-DRK-484,292,7.8
DC-05,2026-05-06,QX-TIN-487,92,4.1
DC-05,2026-05-06,QX-BAK-488,295,7.0
DC-05,2026-05-06,QX-HBC-499,102,6.4
DC-05,2026-05-06,QX-DRK-503,208,8.6
DC-05,2026-05-06,QX-PET-505,96,7.4
DC-05,2026-05-06,QX-PET-507,54,4.2
DC-05,2026-05-06,QX-TIN-510,292,6.3
DC-05,2026-05-06,QX-BWS-519,50,2.7
DC-05,2026-05-06,QX-HHD-522,247,8.2
DC-05,2026-05-06,QX-BAK-526,177,2.7
DC-05,2026-05-06,QX-PET-531,14,2.3
DC-05,2026-05-06,QX-TIN-533,47,3.1
DC-05,2026-05-06,QX-CER-537,125,1.7
DC-05,2026-05-06,QX-PRO-546,62,4.1
DC-05,2026-05-06,QX-PRO-548,204,3.9
DC-05,2026-05-06,QX-HBC-553,8,1.8
DC-05,2026-05-06,QX-PRO-562,27,5.8
DC-05,2026-05-06,QX-HBC-563,307,9.4
DC-05,2026-05-06,QX-CER-564,257,0.6
DC-05,2026-05-06,QX-TIN-567,2,6.5
DC-05,2026-05-06,QX-CER-568,266,5.2
DC-05,2026-05-06,QX-BWS-572,7,3.0
DC-05,2026-05-06,QX-HBC-574,44,5.8
DC-05,2026-05-06,QX-HHD-580,237,2.5
DC-05,2026-05-06,QX-CHL-581,189,1.9
DC-05,2026-05-06,QX-DRK-582,156,7.8
DC-05,2026-05-06,QX-DRY-588,222,3.3
DC-05,2026-05-06,QX-PET-595,124,2.3
DC-05,2026-05-06,QX-HHD-596,22,0.4
DC-05,2026-05-06,QX-CER-597,90,0.6
DC-05,2026-05-06,QX-CER-599,83,0.8
DC-05,2026-05-06,QX-BAK-607,286,0.6
DC-05,2026-05-06,QX-HBC-609,142,2.6
DC-05,2026-05-06,QX-DRK-611,227,0.6
DC-05,2026-05-06,QX-CER-612,51,5.6
DC-05,2026-05-06,QX-FRZ-614,221,5.7
DC-05,2026-05-06,QX-CHL-615,125,4.3
DC-05,2026-05-06,QX-BAK-619,254,8.0
DC-05,2026-05-06,QX-FRZ-621,145,0.4
DC-05,2026-05-06,QX-CHL-623,235,6.5
DC-05,2026-05-06,QX-DRY-624,309,7.2
DC-05,2026-05-06,QX-FRZ-628,122,7.4
DC-05,2026-05-06,QX-TIN-636,137,5.1
DC-05,2026-05-06,QX-DRK-645,151,0.7
DC-05,2026-05-06,QX-DRY-646,277,6.2
DC-05,2026-05-06,QX-DRK-651,234,2.3
DC-05,2026-05-06,QX-TIN-656,181,3.4
DC-05,2026-05-06,QX-CER-657,318,3.4
DC-05,2026-05-06,QX-FRZ-667,337,3.7
DC-05,2026-05-06,QX-DRK-669,203,0.7
DC-05,2026-05-06,QX-BWS-671,336,3.7
DC-05,2026-05-06,QX-FRZ-678,204,7.4
DC-05,2026-05-06,QX-HHD-679,52,4.8
DC-05,2026-05-06,QX-PRO-683,177,3.2
DC-05,2026-05-06,QX-PET-685,69,6.4
DC-05,2026-05-06,QX-PET-690,290,5.0
DC-05,2026-05-06,QX-CER-698,286,4.2
DC-05,2026-05-06,QX-PET-702,66,7.0
DC-05,2026-05-06,QX-BWS-711,16,6.2
DC-05,2026-05-06,QX-TIN-715,3,6.5
DC-05,2026-05-06,QX-DRY-724,165,2.3
DC-05,2026-05-06,QX-BAK-726,252,2.0
DC-05,2026-05-06,QX-DRY-727,13,7.8
DC-05,2026-05-06,QX-HHD-728,221,1.6
DC-05,2026-05-06,QX-PET-729,260,4.0
DC-05,2026-05-06,QX-TIN-732,219,8.4
DC-05,2026-05-06,QX-FRZ-735,136,4.8
DC-05,2026-05-06,QX-PET-736,225,6.5
DC-05,2026-05-06,QX-BAK-737,119,4.9
DC-05,2026-05-06,QX-DRK-743,34,9.0
DC-05,2026-05-06,QX-DRY-749,227,3.8
DC-05,2026-05-06,QX-PET-750,278,7.5
DC-05,2026-05-06,QX-CHL-753,291,0.6
DC-05,2026-05-06,QX-CER-756,148,0.9
DC-05,2026-05-06,QX-DRY-759,40,1.3
DC-05,2026-05-06,QX-CER-762,220,4.6
DC-05,2026-05-06,QX-HBC-767,230,5.4
DC-05,2026-05-06,QX-BAK-774,211,4.6
DC-05,2026-05-06,QX-BAK-777,38,3.5
DC-05,2026-05-06,QX-BWS-779,202,4.4
DC-05,2026-05-06,QX-PRO-800,229,7.6
DC-05,2026-05-06,QX-HBC-811,188,2.8
DC-05,2026-05-06,QX-DRK-812,4,3.1
DC-05,2026-05-06,QX-DRY-819,331,4.6
DC-05,2026-05-06,QX-CHL-823,244,5.7
DC-05,2026-05-06,QX-BWS-826,104,7.1
DC-05,2026-05-06,QX-FRZ-836,121,4.6
DC-05,2026-05-06,QX-FRZ-847,31,9.3
DC-05,2026-05-06,QX-DRY-849,131,0.7
DC-05,2026-05-06,QX-HBC-854,289,5.8
DC-05,2026-05-06,QX-PET-869,299,7.7
DC-05,2026-05-06,QX-BAK-873,142,3.0
DC-05,2026-05-06,QX-TIN-878,199,2.2
DC-05,2026-05-06,QX-PET-884,77,7.8
DC-05,2026-05-06,QX-BWS-897,83,2.0
DC-05,2026-05-06,QX-HHD-898,223,4.1
DC-05,2026-05-06,QX-CER-899,120,5.9
DC-05,2026-05-06,QX-FRZ-901,16,5.8
DC-05,2026-05-06,QX-CER-903,92,6.9
DC-05,2026-05-06,QX-DRK-909,313,8.7
DC-05,2026-05-06,QX-TIN-914,141,0.9
DC-05,2026-05-06,QX-TIN-918,9,2.1
DC-05,2026-05-06,QX-HBC-920,202,9.3
DC-05,2026-05-06,QX-DRK-922,21,6.5
DC-05,2026-05-06,QX-PRO-923,70,4.3
DC-05,2026-05-06,QX-HBC-928,136,2.0
DC-05,2026-05-06,QX-FRZ-930,195,6.5
DC-05,2026-05-06,QX-PET-931,234,1.7
DC-05,2026-05-06,QX-CHL-935,289,6.0
DC-05,2026-05-06,QX-HBC-937,164,5.8
DC-05,2026-05-06,QX-FRZ-941,24,7.0
DC-05,2026-05-06,QX-CHL-943,74,8.1
DC-05,2026-05-06,QX-BWS-944,114,6.7
DC-05,2026-05-06,QX-CER-946,30,6.6
DC-05,2026-05-06,QX-PRO-949,95,1.3
DC-05,2026-05-06,QX-DRY-952,233,7.1
DC-05,2026-05-06,QX-CER-954,320,2.1
DC-05,2026-05-06,QX-PET-958,152,9.2
DC-05,2026-05-06,QX-DRY-984,322,3.5
DC-05,2026-05-06,QX-DRK-985,215,3.3
DC-05,2026-05-06,QX-HHD-988,138,7.2
DC-05,2026-05-06,QX-CHL-989,223,0.7
DC-05,2026-05-06,QX-BWS-991,148,3.3
DC-05,2026-05-06,QX-DRY-996,46,6.1
DC-05,2026-05-06,QX-PRO-999,40,4.3
DC-05,2026-05-06,QX-BAK-000,297,8.6
DC-05,2026-05-06,QX-CHL-012,250,3.3
DC-05,2026-05-06,QX-DRY-016,162,5.2
DC-05,2026-05-06,QX-DRY-017,11,5.8
DC-05,2026-05-06,QX-TIN-027,19,6.1
DC-05,2026-05-06,QX-HHD-033,298,9.0
DC-05,2026-05-06,QX-PET-035,333,5.5
DC-05,2026-05-06,QX-DRY-042,124,6.6
DC-05,2026-05-06,QX-PET-045,191,4.6
DC-05,2026-05-06,QX-DRY-046,261,4.2
DC-05,2026-05-06,QX-CER-052,81,3.0
DC-05,2026-05-06,QX-DRY-054,316,8.9
DC-05,2026-05-06,QX-BWS-057,191,3.5
DC-05,2026-05-06,QX-DRY-058,184,5.6
DC-05,2026-05-06,QX-HBC-062,63,5.4
DC-05,2026-05-06,QX-PRO-065,291,3.4
DC-05,2026-05-06,QX-FRZ-067,279,4.3
DC-05,2026-05-06,QX-TIN-083,338,1.5
DC-05,2026-05-06,QX-HHD-086,117,7.1
DC-05,2026-05-06,QX-PET-090,305,8.4
DC-05,2026-05-06,QX-HHD-092,122,8.2
DC-05,2026-05-06,QX-BWS-094,118,7.4
DC-05,2026-05-06,QX-FRZ-095,234,2.9
DC-05,2026-05-06,QX-CER-106,143,7.0
DC-05,2026-05-06,QX-HBC-114,322,5.0
DC-05,2026-05-06,QX-DRY-116,43,5.6
DC-05,2026-05-06,QX-TIN-117,77,6.5
DC-05,2026-05-06,QX-CHL-123,53,1.6
DC-05,2026-05-06,QX-TIN-124,81,5.7
DC-05,2026-05-06,QX-DRY-129,92,2.1
DC-05,2026-05-06,QX-FRZ-133,206,2.2
DC-05,2026-05-06,QX-CER-134,209,3.2
DC-05,2026-05-06,QX-BAK-139,318,4.7
DC-05,2026-05-06,QX-BWS-147,299,0.4
DC-05,2026-05-06,QX-PRO-162,226,6.5
DC-05,2026-05-06,QX-BWS-163,175,6.9
DC-05,2026-05-06,QX-TIN-165,32,2.9
DC-05,2026-05-06,QX-DRY-166,33,5.2
DC-05,2026-05-06,QX-DRK-177,207,4.4
DC-05,2026-05-06,QX-HBC-188,223,6.5
DC-05,2026-05-06,QX-DRY-189,186,6.6
DC-05,2026-05-06,QX-DRK-190,278,2.0
DC-05,2026-05-06,QX-HHD-193,270,3.8
DC-05,2026-05-06,QX-CER-201,221,6.2
DC-05,2026-05-06,QX-CHL-203,276,8.3
DC-05,2026-05-06,QX-BAK-204,220,6.7
DC-05,2026-05-06,QX-HHD-207,112,9.1
DC-05,2026-05-06,QX-DRY-209,338,4.2
DC-05,2026-05-06,QX-CER-212,267,4.9
DC-05,2026-05-06,QX-HHD-217,320,5.9
DC-05,2026-05-06,QX-DRY-218,238,5.0
DC-05,2026-05-06,QX-DRK-223,331,0.6
DC-05,2026-05-06,QX-HBC-224,219,1.5
DC-05,2026-05-06,QX-HHD-233,249,6.8
DC-05,2026-05-06,QX-TIN-235,79,2.2
DC-05,2026-05-06,QX-BWS-237,17,5.8
DC-05,2026-05-06,QX-HBC-240,199,2.9
DC-05,2026-05-06,QX-DRK-243,138,0.6
DC-05,2026-05-06,QX-CHL-261,335,7.2
DC-05,2026-05-06,QX-PRO-269,155,2.0
DC-05,2026-05-06,QX-HHD-273,121,6.4
DC-05,2026-05-06,QX-PRO-274,168,9.4
DC-05,2026-05-06,QX-BAK-278,28,0.4
DC-05,2026-05-06,QX-DRK-294,238,3.0
DC-05,2026-05-06,QX-CER-297,31,7.5
DC-05,2026-05-06,QX-PRO-299,335,7.8
DC-05,2026-05-06,QX-CER-300,295,0.9
DC-05,2026-05-06,QX-CHL-306,81,4.9
DC-05,2026-05-06,QX-CER-310,14,4.3
DC-05,2026-05-06,QX-BAK-311,97,2.0
DC-05,2026-05-06,QX-HHD-313,145,6.9
DC-05,2026-05-06,QX-FRZ-321,79,9.0
DC-05,2026-05-06,QX-BWS-334,263,3.5
DC-05,2026-05-06,QX-CHL-341,177,0.6
DC-05,2026-05-06,QX-DRK-343,294,2.1
DC-05,2026-05-06,QX-BAK-344,142,4.5
DC-05,2026-05-06,QX-TIN-345,269,2.9
DC-05,2026-05-06,QX-HBC-348,56,6.6
DC-05,2026-05-06,QX-BAK-354,216,3.8
DC-05,2026-05-06,QX-HHD-363,245,4.8
DC-05,2026-05-06,QX-BAK-368,273,3.9
DC-05,2026-05-06,QX-BWS-373,111,2.7
DC-05,2026-05-06,QX-DRK-374,128,3.6
DC-05,2026-05-06,QX-DRK-376,185,8.9
DC-05,2026-05-06,QX-DRY-379,244,0.6
DC-05,2026-05-06,QX-PET-380,89,6.1
DC-05,2026-05-06,QX-CHL-382,211,3.4
DC-05,2026-05-06,QX-FRZ-393,313,5.6
DC-05,2026-05-06,QX-TIN-398,287,7.6
DC-05,2026-05-06,QX-HHD-405,226,0.8
DC-05,2026-05-06,QX-TIN-408,216,2.4
DC-05,2026-05-06,QX-DRY-409,150,6.6
DC-05,2026-05-06,QX-CER-414,321,3.2
DC-05,2026-05-06,QX-FRZ-418,183,3.8
DC-05,2026-05-06,QX-BAK-422,254,1.4
DC-05,2026-05-06,QX-FRZ-426,304,3.8
DC-05,2026-05-06,QX-CER-438,278,2.6
DC-05,2026-05-06,QX-TIN-439,208,3.7
DC-05,2026-05-06,QX-DRY-444,312,8.5
DC-05,2026-05-06,QX-FRZ-445,61,2.5
DC-05,2026-05-06,QX-PET-452,216,0.9
DC-05,2026-05-06,QX-HHD-455,129,1.4
DC-05,2026-05-06,QX-DRY-459,327,3.9
DC-05,2026-05-06,QX-FRZ-463,155,2.4
DC-05,2026-05-06,QX-TIN-464,76,4.1
